@relation jAudio
@ATTRIBUTE "Spectral Centroid Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Spectral Rolloff Point Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Spectral Flux Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Compactness Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Spectral Variability Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Root Mean Square Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Fraction Of Low Energy Windows Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Zero Crossings Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Strongest Beat Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Beat Sum Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Strongest Frequency Via Zero Crossings Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation1" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation2" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation3" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation4" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation5" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation6" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation7" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation8" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation9" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation10" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation11" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation12" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation1" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation2" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation3" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation4" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation5" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation6" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation7" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation8" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation9" NUMERIC
@ATTRIBUTE "Method of Moments Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Method of Moments Overall Standard Deviation1" NUMERIC
@ATTRIBUTE "Method of Moments Overall Standard Deviation2" NUMERIC
@ATTRIBUTE "Method of Moments Overall Standard Deviation3" NUMERIC
@ATTRIBUTE "Method of Moments Overall Standard Deviation4" NUMERIC
@ATTRIBUTE "Partial Based Spectral Centroid Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Partial Based Spectral Flux Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Relative Difference Function Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation1" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation2" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation3" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation4" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation5" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation6" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation7" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation8" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation9" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Standard Deviation1" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Standard Deviation2" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Standard Deviation3" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Standard Deviation4" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Standard Deviation5" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Standard Deviation6" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Standard Deviation7" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Standard Deviation8" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Standard Deviation9" NUMERIC
@ATTRIBUTE "Spectral Centroid Overall Average0" NUMERIC
@ATTRIBUTE "Spectral Rolloff Point Overall Average0" NUMERIC
@ATTRIBUTE "Spectral Flux Overall Average0" NUMERIC
@ATTRIBUTE "Compactness Overall Average0" NUMERIC
@ATTRIBUTE "Spectral Variability Overall Average0" NUMERIC
@ATTRIBUTE "Root Mean Square Overall Average0" NUMERIC
@ATTRIBUTE "Fraction Of Low Energy Windows Overall Average0" NUMERIC
@ATTRIBUTE "Zero Crossings Overall Average0" NUMERIC
@ATTRIBUTE "Strongest Beat Overall Average0" NUMERIC
@ATTRIBUTE "Beat Sum Overall Average0" NUMERIC
@ATTRIBUTE "Strongest Frequency Via Zero Crossings Overall Average0" NUMERIC
@ATTRIBUTE "MFCC Overall Average0" NUMERIC
@ATTRIBUTE "MFCC Overall Average1" NUMERIC
@ATTRIBUTE "MFCC Overall Average2" NUMERIC
@ATTRIBUTE "MFCC Overall Average3" NUMERIC
@ATTRIBUTE "MFCC Overall Average4" NUMERIC
@ATTRIBUTE "MFCC Overall Average5" NUMERIC
@ATTRIBUTE "MFCC Overall Average6" NUMERIC
@ATTRIBUTE "MFCC Overall Average7" NUMERIC
@ATTRIBUTE "MFCC Overall Average8" NUMERIC
@ATTRIBUTE "MFCC Overall Average9" NUMERIC
@ATTRIBUTE "MFCC Overall Average10" NUMERIC
@ATTRIBUTE "MFCC Overall Average11" NUMERIC
@ATTRIBUTE "MFCC Overall Average12" NUMERIC
@ATTRIBUTE "LPC Overall Average0" NUMERIC
@ATTRIBUTE "LPC Overall Average1" NUMERIC
@ATTRIBUTE "LPC Overall Average2" NUMERIC
@ATTRIBUTE "LPC Overall Average3" NUMERIC
@ATTRIBUTE "LPC Overall Average4" NUMERIC
@ATTRIBUTE "LPC Overall Average5" NUMERIC
@ATTRIBUTE "LPC Overall Average6" NUMERIC
@ATTRIBUTE "LPC Overall Average7" NUMERIC
@ATTRIBUTE "LPC Overall Average8" NUMERIC
@ATTRIBUTE "LPC Overall Average9" NUMERIC
@ATTRIBUTE "Method of Moments Overall Average0" NUMERIC
@ATTRIBUTE "Method of Moments Overall Average1" NUMERIC
@ATTRIBUTE "Method of Moments Overall Average2" NUMERIC
@ATTRIBUTE "Method of Moments Overall Average3" NUMERIC
@ATTRIBUTE "Method of Moments Overall Average4" NUMERIC
@ATTRIBUTE "Partial Based Spectral Centroid Overall Average0" NUMERIC
@ATTRIBUTE "Partial Based Spectral Flux Overall Average0" NUMERIC
@ATTRIBUTE "Relative Difference Function Overall Average0" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Average0" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Average1" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Average2" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Average3" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Average4" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Average5" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Average6" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Average7" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Average8" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Average9" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Average0" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Average1" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Average2" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Average3" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Average4" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Average5" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Average6" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Average7" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Average8" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Average9" NUMERIC
@DATA
1.909E1,1.242E-1,3.248E-4,1.884E2,2.07E-4,8.478E-3,7.26E-2,3.384E1,4.88E1,8.209E-1,7.286E2,1.917E1,4.629E0,4.187E0,2.845E0,2.518E0,2.294E0,1.968E0,1.871E0,1.718E0,1.621E0,1.631E0,1.47E0,1.487E0,1.524E-1,2.916E-1,1.884E-1,1.324E-1,1.194E-1,1.037E-1,9.721E-2,9.087E-2,8.568E-2,0E0,2.69E-2,1.533E1,9.982E2,8.374E4,1.297E7,NaN,NaN,2.188E0,1.522E-1,7.133E4,9.81E5,2.569E13,3.349E14,4.354E15,1.388E22,3.015E15,3.919E16,2.898E25,1.522E-1,7.133E4,9.81E5,2.575E13,3.357E14,4.362E15,1.394E22,3.022E15,3.927E16,2.91E25,3.133E1,1.956E-1,2.248E-5,1.517E3,1.521E-4,6.755E-3,6.904E-1,7.926E1,1.692E2,1.32E0,1.707E3,-1.704E2,1.314E0,-1.212E0,9.764E-1,4.524E-1,-3.077E-1,1.221E-2,5.964E-1,-6.629E-1,-9.337E-1,4.032E-2,7.076E-1,-2.301E-1,-8.534E-1,4.167E-1,-1.133E-1,1.015E-1,-9.11E-2,1.032E-1,-8.994E-2,3.07E-2,-7.464E-2,0E0,2.249E-2,6.063E1,3.389E3,2.464E5,4.586E7,NaN,NaN,-7.234E0,2.25E-1,1.801E8,2.219E9,-3.243E16,-3.996E17,-4.924E18,1.168E25,3.598E18,4.433E19,2.185E28,2.25E-1,1.805E8,2.223E9,-3.257E16,-4.013E17,-4.943E18,1.176E25,3.613E18,4.451E19,2.198E28
2.021E1,9.529E-2,2.407E-6,1.309E2,7.673E-6,3.46E-4,8.308E-2,3.33E1,3.505E1,3.005E-3,7.171E2,1.168E1,2.543E0,2.326E0,1.901E0,1.807E0,1.586E0,1.457E0,1.422E0,1.346E0,1.312E0,1.213E0,1.163E0,1.101E0,1.838E-1,1.183E-1,9.749E-2,8.004E-2,7.089E-2,6.596E-2,6.206E-2,6.014E-2,5.555E-2,0E0,1.753E-3,9.52E0,4.002E2,6.292E4,5.606E6,NaN,NaN,2.139E0,1.063E-2,6.12E4,1.782E6,2.207E13,4.575E14,7.927E15,1.194E22,4.118E15,7.136E16,5.288E25,1.063E-2,6.12E4,1.782E6,2.212E13,4.585E14,7.943E15,1.199E22,4.127E15,7.15E16,5.309E25,1.314E2,8.059E-1,3.932E-8,1.526E3,4.797E-6,3.221E-4,6.835E-1,2.623E2,2.041E2,3.113E-3,5.647E3,-2.385E2,-9.411E0,2.687E0,-6.345E-1,3.612E-1,-8.143E-1,-2.337E-1,-6.179E-1,-1.056E0,-9.482E-1,-5.664E-1,-3.004E-1,1.502E-1,4.817E-2,1.127E-1,-5.326E-2,4.624E-2,-8.17E-2,2.594E-2,-6.069E-2,3.04E-2,-5.195E-2,0E0,1.823E-3,1.304E2,4.933E3,-3.678E4,4.674E7,NaN,NaN,-1.138E1,1.823E-2,1.803E8,2.224E9,-3.251E16,-4.009E17,-4.945E18,1.172E25,3.61E18,4.452E19,2.199E28,1.823E-2,1.807E8,2.228E9,-3.266E16,-4.026E17,-4.964E18,1.18E25,3.625E18,4.47E19,2.212E28
2.506E1,1.955E-1,5.175E-6,1.705E2,4.669E-5,1.748E-3,6.351E-2,5.041E1,6.411E1,4.584E-1,1.085E3,2.168E1,4.464E0,2.966E0,2.081E0,2.084E0,1.755E0,1.693E0,1.495E0,1.48E0,1.398E0,1.323E0,1.212E0,1.165E0,2.011E-1,2.855E-1,1.535E-1,1.13E-1,1.034E-1,8.347E-2,7.981E-2,7.515E-2,7.556E-2,0E0,3.85E-3,2.056E1,1.149E3,1.286E5,1.548E7,NaN,NaN,2.447E0,2.866E-2,2.447E6,3.022E7,4.423E14,5.462E15,6.746E16,1.599E23,4.918E16,6.074E17,3.015E26,2.866E-2,2.453E6,3.028E7,4.442E14,5.485E15,6.773E16,1.61E23,4.939E16,6.098E17,3.033E26,2.225E1,1.561E-1,3.735E-7,1.579E3,2.834E-5,1.091E-3,7.371E-1,7.056E1,1.377E2,6.712E-2,1.519E3,-2.231E2,4.026E-1,2.231E0,9.311E-1,3.807E-1,7.599E-2,-3.308E-1,-1.153E-1,-1.603E-1,-4.766E-1,-3.626E-1,-8.446E-2,4.809E-1,-8.503E-1,-1.112E-1,-1.59E-1,-1.666E-2,-1.404E-1,1.461E-2,-8.457E-2,2.12E-2,-5.99E-2,0E0,3.012E-3,7.06E1,5.221E3,3.241E5,7.242E7,NaN,NaN,-9.063E0,3.012E-2,1.805E8,2.228E9,-3.258E16,-4.022E17,-4.965E18,1.176E25,3.622E18,4.471E19,2.213E28,3.012E-2,1.809E8,2.233E9,-3.273E16,-4.039E17,-4.985E18,1.184E25,3.637E18,4.489E19,2.226E28
1.573E1,1.399E-1,2.634E-5,1.878E2,6.99E-5,3.069E-3,1.279E-1,3.956E1,1.647E1,3.739E-1,8.519E2,6.784E1,5.71E0,3.259E0,2.296E0,2.26E0,1.91E0,1.738E0,1.608E0,1.58E0,1.411E0,1.335E0,1.289E0,1.223E0,1.579E-1,2.173E-1,1.893E-1,1.353E-1,1.513E-1,1.188E-1,1.143E-1,9.261E-2,9.597E-2,0E0,1.148E-2,2.241E1,9.605E2,1.485E5,1.72E7,NaN,NaN,7.453E0,9.128E-2,1.192E7,1.472E8,2.155E15,2.661E16,3.285E17,7.79E23,2.396E17,2.958E18,1.466E27,9.128E-2,1.195E7,1.475E8,2.165E15,2.672E16,3.298E17,7.843E23,2.406E17,2.97E18,1.475E27,7.772E0,5.581E-2,2.16E-6,1.592E3,1.886E-4,6.021E-3,6.621E-1,1.816E1,2.108E2,1.006E0,3.911E2,-2.017E2,-1.626E0,7.046E0,2.212E0,1.556E0,-3.602E-1,-4.737E-1,-1.09E-1,-6.366E-1,-4.679E-1,-9.355E-1,-4.865E-1,-6.242E-2,-9.237E-1,-3.494E-3,-3.64E-1,-6.706E-2,-1.395E-1,2.928E-3,-8.406E-2,1.79E-2,-6.577E-2,0E0,1.314E-2,5.354E1,4.186E3,3.051E5,6.299E7,NaN,NaN,-9.389E0,1.315E-1,1.799E8,2.222E9,-3.252E16,-4.016E17,-4.958E18,1.176E25,3.616E18,4.464E19,2.213E28,1.315E-1,1.803E8,2.226E9,-3.267E16,-4.033E17,-4.978E18,1.184E25,3.631E18,4.482E19,2.226E28
3.935E1,2.504E-1,1.248E-5,1.512E2,8.667E-5,3.633E-3,9.041E-2,7.292E1,6.674E1,1.779E-1,1.57E3,1.972E1,6.842E0,4.405E0,3.06E0,2.723E0,2.267E0,1.937E0,1.9E0,1.754E0,1.646E0,1.522E0,1.434E0,1.537E0,3.576E-1,2.794E-1,2.297E-1,1.847E-1,1.572E-1,1.34E-1,1.133E-1,1.133E-1,1.105E-1,0E0,1.252E-2,2.557E1,9.943E2,1.515E5,1.298E7,NaN,NaN,2.303E0,9.66E-2,4.765E4,1.013E6,1.724E13,2.898E14,4.528E15,9.358E21,2.611E15,4.079E16,3.035E25,9.66E-2,4.765E4,1.013E6,1.728E13,2.904E14,4.537E15,9.4E21,2.616E15,4.087E16,3.047E25,7.268E1,5.226E-1,1.772E-6,1.56E3,4.553E-5,2.061E-3,7.054E-1,1.618E2,1.494E2,1.368E-1,3.485E3,-2.118E2,-3.611E0,2.813E-1,-1.952E-1,-1.257E0,-6.076E-1,-5.271E-1,-1.068E0,-7.201E-1,-3.986E-1,-2.738E-1,-3.145E-1,-2.312E-1,-4.85E-1,4.803E-2,-6.305E-2,1.806E-1,-1.474E-1,1.169E-1,-8.255E-2,8.592E-2,-4.434E-2,0E0,7.038E-3,9.515E1,4.836E3,1.553E5,5.229E7,NaN,NaN,-9.3E0,7.04E-2,1.809E8,2.234E9,-3.273E16,-4.043E17,-4.993E18,1.184E25,3.64E18,4.496E19,2.231E28,7.04E-2,1.813E8,2.239E9,-3.288E16,-4.06E17,-5.013E18,1.192E25,3.655E18,4.513E19,2.245E28
2.712E1,1.697E-1,3.61E-4,2.38E2,1.212E-3,4.461E-2,8.515E-2,5.605E1,5.969E1,3.16E1,1.207E3,3.258E1,1.181E1,5.667E0,5.107E0,3.352E0,3.117E0,2.709E0,2.748E0,2.173E0,1.939E0,2.167E0,1.847E0,1.84E0,2.061E-1,2.606E-1,2.642E-1,1.739E-1,1.812E-1,1.316E-1,1.343E-1,1.139E-1,1.292E-1,0E0,5.397E-2,3.166E1,1.457E3,1.181E5,2.081E7,NaN,NaN,2.877E0,4.098E-1,2.574E4,1.895E5,9.319E12,9.186E13,8.475E14,5.062E21,8.275E14,7.635E15,5.686E24,4.098E-1,2.574E4,1.895E5,9.34E12,9.205E13,8.491E14,5.084E21,8.292E14,7.65E15,5.709E24,1.427E1,9.062E-2,1.287E-4,1.544E3,1.181E-3,4.49E-2,5.881E-1,3.48E1,1.557E2,5.658E1,7.493E2,-1.752E2,1.086E1,5.289E0,4.403E0,7.895E-1,2.548E0,-1.016E0,1.254E0,-5.757E-1,5.932E-1,2.7E-1,1.059E0,2.901E-1,-9.168E-1,3.534E-1,4.128E-2,5.128E-2,-2.224E-2,7.178E-2,1.216E-2,3.221E-2,-3.728E-2,0E0,6.092E-2,3.228E1,1.934E3,1.757E5,3.547E7,NaN,NaN,-5.655E0,6.093E-1,1.81E8,2.237E9,-3.278E16,-4.049E17,-5.002E18,1.187E25,3.646E18,4.504E19,2.238E28,6.093E-1,1.815E8,2.241E9,-3.293E16,-4.066E17,-5.022E18,1.195E25,3.661E18,4.522E19,2.251E28
2.514E1,1.769E-1,6.947E-5,1.852E2,4.167E-4,1.561E-2,1.143E-1,5.275E1,6.792E1,1.182E1,1.136E3,3.295E1,1.084E1,4.504E0,3.794E0,3.471E0,2.491E0,2.583E0,2.101E0,1.93E0,1.705E0,1.732E0,1.622E0,1.502E0,1.853E-1,4.102E-1,2.393E-1,1.646E-1,1.567E-1,1.236E-1,1.286E-1,1.072E-1,1.117E-1,0E0,2.632E-2,3.02E1,2.023E3,1.493E5,2.793E7,NaN,NaN,2.232E0,2.274E-1,5.075E4,6.086E5,1.839E13,2.237E14,2.724E15,9.996E21,2.016E15,2.455E16,1.829E25,2.274E-1,5.075E4,6.086E5,1.843E13,2.242E14,2.729E15,1.004E22,2.02E15,2.46E16,1.836E25,1.943E1,1.286E-1,1.671E-5,1.616E3,2.651E-4,1.032E-2,6.564E-1,5.55E1,1.646E2,4.667E0,1.195E3,-2.043E2,7.656E0,6.485E0,2.39E0,-7.915E-1,4.462E-1,-8.886E-2,3.236E-1,-6.753E-1,-1.556E-1,-4.197E-1,-4.552E-1,5.959E-1,-8.912E-1,2.093E-1,-7.22E-2,3.579E-2,-3.716E-2,6.174E-2,1.13E-3,6.318E-2,-1.653E-2,0E0,1.912E-2,5.099E1,3.462E3,2.528E5,5.183E7,NaN,NaN,-7.914E0,1.912E-1,1.812E8,2.238E9,-3.283E16,-4.055E17,-5.008E18,1.19E25,3.651E18,4.51E19,2.242E28,1.912E-1,1.816E8,2.242E9,-3.297E16,-4.072E17,-5.028E18,1.198E25,3.666E18,4.527E19,2.255E28
2.268E1,1.402E-1,1.796E-3,2.178E2,2.001E-3,7.615E-2,1.235E-1,4.455E1,3.464E1,1.598E2,9.594E2,2.866E1,8.072E0,4.45E0,4.051E0,2.971E0,2.526E0,2.183E0,2.079E0,1.922E0,1.67E0,1.657E0,1.558E0,1.438E0,1.789E-1,2.82E-1,2.581E-1,1.804E-1,1.532E-1,1.218E-1,1.209E-1,1.01E-1,1.062E-1,0E0,1.741E-1,2.294E1,1.239E3,1.16E5,1.917E7,NaN,NaN,1.831E0,1.413E0,1.083E5,9.893E5,3.93E13,4.221E14,4.433E15,2.139E22,3.796E15,3.987E16,2.98E25,1.413E0,1.083E5,9.893E5,3.938E13,4.23E14,4.442E15,2.149E22,3.804E15,3.994E16,2.992E25,1.698E1,1.078E-1,9.273E-4,1.562E3,2.186E-3,8.728E-2,5.699E-1,4.347E1,1.971E2,2.26E2,9.36E2,-1.285E2,8.549E0,9.389E-1,2.128E0,-9.928E-1,-3.512E-1,-4.131E-1,-2.135E-2,-7.068E-1,1.071E-1,-8.762E-2,1.77E-1,1.946E-1,-9.221E-1,4.92E-1,-8.843E-2,4.961E-2,-8.259E-2,8.615E-2,-3.79E-2,4.791E-2,-1.208E-2,0E0,2.049E-1,4.038E1,2.388E3,2.117E5,3.897E7,NaN,NaN,-4.999E0,2.049E0,1.815E8,2.241E9,-3.293E16,-4.066E17,-5.02E18,1.195E25,3.661E18,4.52E19,2.25E28,2.049E0,1.819E8,2.245E9,-3.307E16,-4.083E17,-5.04E18,1.203E25,3.676E18,4.538E19,2.263E28
5.426E1,2.726E-1,6.552E-6,1.482E2,4.324E-5,2.757E-3,9.009E-2,9.679E1,3.877E1,3.53E-1,2.084E3,2.116E1,1.008E1,3.512E0,2.146E0,2.217E0,1.943E0,1.932E0,1.882E0,1.667E0,1.457E0,1.32E0,1.225E0,1.17E0,4.741E-1,2.544E-1,1.9E-1,1.583E-1,1.493E-1,1.234E-1,1.051E-1,9.019E-2,8.731E-2,0E0,1.595E-2,3.119E1,8.898E2,1.78E5,1.707E7,NaN,NaN,1.703E0,1.494E-1,6.685E4,1.949E6,2.43E13,5.042E14,8.753E15,1.325E22,4.541E15,7.882E16,5.897E25,1.494E-1,6.685E4,1.949E6,2.436E13,5.053E14,8.77E15,1.331E22,4.551E15,7.898E16,5.92E25,1.181E2,6.918E-1,1.583E-6,1.528E3,5.101E-5,3.116E-3,5.585E-1,2.356E2,2.003E2,3.314E-1,5.073E3,-2.048E2,-9.871E0,3.735E0,-4.019E-1,6.824E-1,-1.249E0,-1.336E0,-2.026E0,-2.28E0,-1.353E0,-1.056E0,-8.369E-1,-4.37E-2,-4.263E-2,1.256E-1,-5.33E-2,1.275E-1,-6.798E-2,6.248E-2,-1.537E-2,1.042E-1,-2.974E-2,0E0,1.665E-2,1.265E2,4.608E3,5.558E3,4.709E7,NaN,NaN,-8.466E0,1.666E-1,1.818E8,2.246E9,-3.304E16,-4.082E17,-5.044E18,1.201E25,3.675E18,4.541E19,2.265E28,1.666E-1,1.822E8,2.25E9,-3.318E16,-4.099E17,-5.064E18,1.209E25,3.691E18,4.559E19,2.279E28
4.488E1,2.87E-1,9.494E-4,3.11E2,6.833E-4,2.608E-2,6.705E-2,7.31E1,5.141E1,1.412E1,1.574E3,1.978E1,6.826E0,4.468E0,3.054E0,2.909E0,2.415E0,2.161E0,1.936E0,1.762E0,1.599E0,1.544E0,1.455E0,1.402E0,3.937E-1,3.523E-1,2.364E-1,1.86E-1,1.738E-1,1.503E-1,1.442E-1,1.383E-1,1.305E-1,0E0,8.835E-2,3.714E1,1.585E3,1.873E5,1.88E7,NaN,NaN,1.867E0,6.266E-1,3.899E4,6.872E5,1.419E13,2.127E14,3.093E15,7.745E21,1.914E15,2.784E16,2.087E25,6.266E-1,3.899E4,6.872E5,1.422E13,2.131E14,3.099E15,7.779E21,1.918E15,2.789E16,2.096E25,3.525E1,2.363E-1,1.955E-4,1.463E3,5.029E-4,2.143E-2,6.872E-1,7.727E1,1.658E2,1.375E1,1.664E3,-1.619E2,4.104E-1,3.686E0,3.97E0,2.999E0,2.069E0,2.27E-1,5.492E-1,8.937E-2,-2.087E-1,-2.91E-1,-8.493E-1,-1.055E-1,-7.277E-1,1.219E-1,-2.432E-1,4.473E-2,-1.829E-1,1.322E-2,-9.612E-2,9.167E-3,-6.688E-2,0E0,6.545E-2,6.869E1,4.016E3,1.91E5,5.358E7,NaN,NaN,-5.853E0,6.546E-1,1.819E8,2.25E9,-3.31E16,-4.094E17,-5.063E18,1.205E25,3.686E18,4.558E19,2.278E28,6.546E-1,1.823E8,2.254E9,-3.325E16,-4.111E17,-5.082E18,1.213E25,3.701E18,4.576E19,2.292E28
4.254E1,2.882E-1,4.12E-4,2.873E2,7.719E-4,2.935E-2,1.15E-1,8.453E1,6.486E1,1.144E1,1.82E3,1.474E2,9.485E0,5.204E0,3.989E0,2.845E0,2.891E0,2.206E0,2.009E0,2.138E0,1.781E0,1.648E0,1.607E0,1.461E0,3.531E-1,2.949E-1,2.181E-1,1.956E-1,1.807E-1,1.329E-1,1.416E-1,1.231E-1,1.219E-1,0E0,6.43E-2,3.607E1,1.442E3,1.371E5,1.718E7,NaN,NaN,1.61E1,5.166E-1,2.651E7,3.279E8,4.827E15,5.971E16,7.386E17,1.758E24,5.376E17,6.65E18,3.328E27,5.166E-1,2.656E7,3.285E8,4.848E15,5.996E16,7.415E17,1.77E24,5.399E17,6.676E18,3.347E27,4.808E1,3.213E-1,1.065E-4,1.612E3,5.998E-4,2.448E-2,6.206E-1,1.089E2,1.491E2,1.723E1,2.344E3,-1.819E2,1.051E0,5.253E0,1.457E-1,-1.605E0,-1.729E0,-7.298E-2,-5.019E-2,1.042E0,8.913E-1,5.021E-1,3.724E-1,6.161E-1,-6.56E-1,2.528E-1,-7.072E-2,3.311E-2,-2.183E-2,6.344E-2,-8.381E-2,1.209E-1,-2.11E-2,0E0,6.017E-2,7.365E1,3.892E3,1.978E5,5.058E7,NaN,NaN,-8.694E0,6.019E-1,1.782E8,2.204E9,-3.244E16,-4.013E17,-4.965E18,1.182E25,3.614E18,4.47E19,2.237E28,6.019E-1,1.786E8,2.208E9,-3.259E16,-4.03E17,-4.984E18,1.19E25,3.629E18,4.488E19,2.25E28
1.922E1,1.476E-1,1.854E-4,1.928E2,1.972E-3,7.403E-2,1.045E-1,4.839E1,2.13E1,2.553E2,1.042E3,2.738E1,1.381E1,3.538E0,4.011E0,4.092E0,2.549E0,2.465E0,1.874E0,1.494E0,1.525E0,2.035E0,1.231E0,1.628E0,1.249E-1,3.252E-1,1.971E-1,8.641E-2,1.306E-1,8.051E-2,9.922E-2,7.597E-2,9.503E-2,0E0,1.045E-1,3.224E1,1.979E3,1.064E5,2.224E7,NaN,NaN,2.513E0,1.027E0,5.824E4,6.03E5,2.124E13,2.413E14,2.72E15,1.161E22,2.172E15,2.448E16,1.84E25,1.027E0,5.824E4,6.03E5,2.128E13,2.418E14,2.725E15,1.167E22,2.176E15,2.453E16,1.847E25,2.678E1,1.771E-1,8.184E-5,1.686E3,1.884E-3,7.139E-2,5.434E-1,6.542E1,2.124E2,2.289E2,1.409E3,-1.576E2,1.065E1,6.965E-1,-1.334E0,-4.026E0,-5.154E-1,-2.964E0,-1.019E0,-1.568E0,-8.705E-1,-8.973E-1,-2.115E-1,8.903E-2,-8.774E-1,4.759E-1,1.277E-1,1.443E-1,2.657E-2,6.774E-2,-1.81E-2,2.637E-2,-4.46E-2,0E0,1.066E-1,4.713E1,2.494E3,1.638E5,3.212E7,NaN,NaN,-7.03E0,1.066E0,1.823E8,2.255E9,-3.323E16,-4.111E17,-5.086E18,1.212E25,3.702E18,4.58E19,2.294E28,1.066E0,1.827E8,2.26E9,-3.338E16,-4.128E17,-5.106E18,1.22E25,3.717E18,4.598E19,2.308E28
