@relation jAudio
@ATTRIBUTE "Spectral Centroid Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Spectral Rolloff Point Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Spectral Flux Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Compactness Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Spectral Variability Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Root Mean Square Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Fraction Of Low Energy Windows Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Zero Crossings Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Strongest Beat Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Beat Sum Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Strongest Frequency Via Zero Crossings Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation1" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation2" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation3" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation4" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation5" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation6" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation7" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation8" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation9" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation10" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation11" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation12" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation1" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation2" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation3" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation4" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation5" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation6" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation7" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation8" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation9" NUMERIC
@ATTRIBUTE "Method of Moments Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Method of Moments Overall Standard Deviation1" NUMERIC
@ATTRIBUTE "Method of Moments Overall Standard Deviation2" NUMERIC
@ATTRIBUTE "Method of Moments Overall Standard Deviation3" NUMERIC
@ATTRIBUTE "Method of Moments Overall Standard Deviation4" NUMERIC
@ATTRIBUTE "Partial Based Spectral Centroid Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Partial Based Spectral Flux Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Relative Difference Function Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation1" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation2" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation3" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation4" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation5" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation6" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation7" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation8" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation9" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Standard Deviation1" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Standard Deviation2" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Standard Deviation3" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Standard Deviation4" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Standard Deviation5" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Standard Deviation6" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Standard Deviation7" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Standard Deviation8" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Standard Deviation9" NUMERIC
@ATTRIBUTE "Spectral Centroid Overall Average0" NUMERIC
@ATTRIBUTE "Spectral Rolloff Point Overall Average0" NUMERIC
@ATTRIBUTE "Spectral Flux Overall Average0" NUMERIC
@ATTRIBUTE "Compactness Overall Average0" NUMERIC
@ATTRIBUTE "Spectral Variability Overall Average0" NUMERIC
@ATTRIBUTE "Root Mean Square Overall Average0" NUMERIC
@ATTRIBUTE "Fraction Of Low Energy Windows Overall Average0" NUMERIC
@ATTRIBUTE "Zero Crossings Overall Average0" NUMERIC
@ATTRIBUTE "Strongest Beat Overall Average0" NUMERIC
@ATTRIBUTE "Beat Sum Overall Average0" NUMERIC
@ATTRIBUTE "Strongest Frequency Via Zero Crossings Overall Average0" NUMERIC
@ATTRIBUTE "MFCC Overall Average0" NUMERIC
@ATTRIBUTE "MFCC Overall Average1" NUMERIC
@ATTRIBUTE "MFCC Overall Average2" NUMERIC
@ATTRIBUTE "MFCC Overall Average3" NUMERIC
@ATTRIBUTE "MFCC Overall Average4" NUMERIC
@ATTRIBUTE "MFCC Overall Average5" NUMERIC
@ATTRIBUTE "MFCC Overall Average6" NUMERIC
@ATTRIBUTE "MFCC Overall Average7" NUMERIC
@ATTRIBUTE "MFCC Overall Average8" NUMERIC
@ATTRIBUTE "MFCC Overall Average9" NUMERIC
@ATTRIBUTE "MFCC Overall Average10" NUMERIC
@ATTRIBUTE "MFCC Overall Average11" NUMERIC
@ATTRIBUTE "MFCC Overall Average12" NUMERIC
@ATTRIBUTE "LPC Overall Average0" NUMERIC
@ATTRIBUTE "LPC Overall Average1" NUMERIC
@ATTRIBUTE "LPC Overall Average2" NUMERIC
@ATTRIBUTE "LPC Overall Average3" NUMERIC
@ATTRIBUTE "LPC Overall Average4" NUMERIC
@ATTRIBUTE "LPC Overall Average5" NUMERIC
@ATTRIBUTE "LPC Overall Average6" NUMERIC
@ATTRIBUTE "LPC Overall Average7" NUMERIC
@ATTRIBUTE "LPC Overall Average8" NUMERIC
@ATTRIBUTE "LPC Overall Average9" NUMERIC
@ATTRIBUTE "Method of Moments Overall Average0" NUMERIC
@ATTRIBUTE "Method of Moments Overall Average1" NUMERIC
@ATTRIBUTE "Method of Moments Overall Average2" NUMERIC
@ATTRIBUTE "Method of Moments Overall Average3" NUMERIC
@ATTRIBUTE "Method of Moments Overall Average4" NUMERIC
@ATTRIBUTE "Partial Based Spectral Centroid Overall Average0" NUMERIC
@ATTRIBUTE "Partial Based Spectral Flux Overall Average0" NUMERIC
@ATTRIBUTE "Relative Difference Function Overall Average0" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Average0" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Average1" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Average2" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Average3" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Average4" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Average5" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Average6" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Average7" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Average8" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Average9" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Average0" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Average1" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Average2" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Average3" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Average4" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Average5" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Average6" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Average7" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Average8" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Average9" NUMERIC
@DATA
2.758E1,1.799E-1,1.507E-3,2.21E2,1.869E-3,7.122E-2,5.718E-2,5.59E1,5.075E1,4.748E1,1.204E3,3.546E1,8.828E0,6.284E0,5.258E0,4.718E0,3.152E0,2.553E0,2.449E0,2.291E0,2.23E0,2.371E0,2.159E0,2.035E0,2.399E-1,3.818E-1,2.918E-1,1.997E-1,1.928E-1,1.502E-1,1.53E-1,1.285E-1,1.344E-1,0E0,1.456E-1,2.78E1,1.715E3,1.506E5,2.432E7,NaN,NaN,2.419E0,9.952E-1,1.209E4,9.608E4,1.222E12,1.082E13,9.472E13,1.853E20,9.769E13,8.557E14,1.401E23,2.515E2,1.201E4,4.084E2,1.22E12,1.697E10,2.572E8,1.857E20,1.519E11,2.321E9,2.431E14,1.838E1,1.148E-1,6.8E-4,1.666E3,1.633E-3,6.41E-2,6.283E-1,4.453E1,1.406E2,1.152E2,9.589E2,-1.477E2,1.129E1,9.621E-2,3.645E0,-2.761E0,-1.868E-1,-1.132E0,-3.074E-1,4.442E-1,-2.093E-1,8.691E-1,-6.442E-1,1.144E0,-9.064E-1,4.743E-1,-9.628E-2,-4.357E-3,-4.585E-2,1.131E-1,5.725E-4,4.095E-2,-2.191E-2,0E0,1.322E-1,4E1,2.406E3,1.946E5,3.99E7,NaN,NaN,-5.034E0,1.324E0,5.053E7,4.929E8,-2.553E15,-2.491E16,-2.43E17,2.58E23,2.248E17,2.193E18,2.395E26,-1.351E3,5.077E7,3.149E5,-2.577E15,-1.599E13,-9.918E10,2.617E23,1.451E14,8.999E11,6.247E16
2.056E1,1.428E-1,1.285E-3,2.365E2,1.578E-3,5.949E-2,6.478E-2,4.386E1,4.371E1,4.342E1,9.445E2,4.347E1,8.466E0,5.668E0,5.228E0,4.385E0,3.094E0,2.47E0,2.387E0,2.658E0,2.221E0,2.458E0,2.079E0,2.177E0,1.791E-1,3.396E-1,3.07E-1,2.011E-1,1.577E-1,1.481E-1,1.31E-1,1.109E-1,1.185E-1,0E0,1.169E-1,2.642E1,1.679E3,1.251E5,2.284E7,NaN,NaN,3.69E0,7.733E-1,6.067E3,3.75E4,6.135E11,4.886E12,3.699E13,9.306E19,4.4E13,3.329E14,5.473E22,2.666E2,6.034E3,9.323E1,6.13E11,3.062E9,5.86E7,9.342E19,2.731E10,5.285E8,5.525E13,1.359E1,8.323E-2,5.442E-4,1.642E3,1.56E-3,6.076E-2,6.301E-1,3.242E1,1.379E2,1.059E2,6.98E2,-1.528E2,1.762E1,-5.084E-2,2.875E0,-1.193E0,4.864E-1,-7.343E-1,-1.541E0,-1.268E-1,-1.572E0,7.558E-1,-9.369E-1,9.609E-1,-9.397E-1,5.549E-1,5.155E-3,4.378E-2,-2.295E-3,4.431E-2,3.133E-2,5.549E-2,-9.327E-3,0E0,1.148E-1,2.979E1,1.629E3,1.285E5,2.653E7,NaN,NaN,-5.198E0,1.15E0,5.056E7,4.932E8,-2.556E15,-2.493E16,-2.432E17,2.585E23,2.25E17,2.195E18,2.399E26,-1.353E3,5.08E7,3.143E5,-2.581E15,-1.596E13,-9.876E10,2.622E23,1.448E14,8.96E11,6.207E16
2.293E1,1.543E-1,5.009E-4,2.045E2,1.02E-3,3.942E-2,9.672E-2,4.714E1,4.778E1,5.371E1,1.015E3,6.249E1,7.152E0,6.15E0,4.247E0,3.782E0,3.01E0,2.382E0,2.217E0,2.153E0,1.872E0,1.867E0,1.667E0,1.59E0,1.905E-1,2.669E-1,2.82E-1,2.137E-1,2.017E-1,1.474E-1,1.43E-1,1.373E-1,1.243E-1,0E0,9.905E-2,2.439E1,1.195E3,8.775E4,1.373E7,NaN,NaN,5.784E0,8.589E-1,1.385E6,1.351E7,7.009E13,6.836E14,6.667E15,7.096E21,6.168E15,6.016E16,6.583E24,5.072E2,1.734E4,2.602E2,1.763E12,1.823E10,1.638E8,2.689E20,1.643E11,1.48E9,1.547E14,2.108E1,1.328E-1,2.926E-4,1.565E3,1.157E-3,4.641E-2,5.921E-1,5.092E1,1.849E2,6.759E1,1.097E3,-1.453E2,8.567E0,1.88E0,-1.237E-2,-1.104E0,-9.034E-1,-4.688E-1,-4.804E-1,-3.873E-1,-7.79E-1,-5.48E-2,-2.233E-1,3.248E-1,-9.032E-1,5.458E-1,-2.091E-1,1.754E-1,-4.25E-2,6.329E-2,-8.162E-3,1.007E-1,-7.248E-3,0E0,1.145E-1,4.291E1,2.156E3,1.501E5,2.773E7,NaN,NaN,-5.875E0,1.146E0,5.056E7,4.932E8,-2.559E15,-2.496E16,-2.434E17,2.589E23,2.252E17,2.196E18,2.402E26,-1.384E3,5.084E7,3.148E5,-2.585E15,-1.6E13,-9.908E10,2.628E23,1.452E14,8.99E11,6.237E16
1.279E1,1.114E-1,1.966E-3,1.91E2,1.69E-3,6.5E-2,5.758E-2,2.849E1,2.714E1,3.797E2,6.135E2,6.062E1,4.031E0,3.147E0,2.495E0,2.677E0,2.01E0,1.799E0,1.888E0,1.75E0,1.568E0,1.66E0,1.631E0,1.462E0,1.168E-1,2.787E-1,2.221E-1,1.842E-1,1.394E-1,1.176E-1,1.133E-1,1.05E-1,9.963E-2,0E0,1.905E-1,1.639E1,1.326E3,1.055E5,1.985E7,NaN,NaN,6.173E0,1.651E0,2.462E6,2.401E7,1.247E14,1.216E15,1.186E16,1.264E22,1.098E16,1.07E17,1.172E25,5.595E2,1.702E4,5.662E2,1.733E12,3.409E10,3.582E8,2.646E20,3.072E11,3.237E9,3.4E14,1.621E1,1.078E-1,1.605E-3,1.709E3,3.976E-3,1.606E-1,5.543E-1,4.531E1,2.005E2,7.501E2,9.756E2,-1.01E2,7.935E0,2.598E-2,1.134E0,-8.064E-1,-8.898E-2,-1.173E0,-3.395E-1,-1.343E0,-2.026E-1,-1.079E0,2.351E-1,7.15E-1,-9.397E-1,4.876E-1,-1.96E-1,4.364E-2,1.41E-2,1.06E-1,-6.812E-2,3.05E-2,-1.175E-2,0E0,4.368E-1,4.136E1,2.524E3,2.198E5,3.972E7,NaN,NaN,-4.845E0,4.371E0,5.054E7,4.929E8,-2.56E15,-2.497E16,-2.435E17,2.594E23,2.253E17,2.198E18,2.407E26,-9.558E2,5.09E7,3.165E5,-2.591E15,-1.611E13,-1.002E11,2.637E23,1.461E14,9.087E11,6.34E16
3.585E1,2.168E-1,1.993E-3,4.714E2,1.89E-3,7.098E-2,1.106E-1,6.607E1,4.029E1,3.468E1,1.423E3,2.544E2,1.205E1,6.363E0,6.034E0,4.559E0,3.565E0,3.058E0,2.487E0,2.275E0,2.164E0,2.104E0,1.698E0,1.681E0,3.497E-1,3.709E-1,3.089E-1,2.183E-1,1.868E-1,1.525E-1,1.592E-1,1.253E-1,1.323E-1,0E0,1.443E-1,3.636E1,1.749E3,1.115E5,2.194E7,NaN,NaN,2.74E1,9.15E-1,1.191E7,1.161E8,6.037E14,5.887E15,5.742E16,6.121E22,5.313E16,5.181E17,5.678E25,2.447E3,3.413E3,1.599E2,3.477E11,9.226E9,1.015E8,5.313E19,8.3E10,9.167E8,9.669E13,2.821E1,1.664E-1,1.212E-3,1.44E3,1.821E-3,7.298E-2,5.61E-1,5.945E1,1.654E2,1.575E2,1.28E3,-2.173E2,5.717E0,2.475E0,2.144E0,-1.81E0,-8.36E-1,-2.628E0,-1.1E-1,-4.352E-1,-8.413E-1,-8.367E-1,-3.656E-2,1.481E-1,-7.762E-1,5.18E-1,-1.431E-1,3.158E-2,3.658E-2,9.944E-2,-2.743E-2,9.608E-2,-2.96E-2,0E0,1.52E-1,4.6E1,2.037E3,1.183E5,2.641E7,NaN,NaN,-1.177E1,1.525E0,4.773E7,4.655E8,-2.42E15,-2.36E16,-2.301E17,2.453E23,2.129E17,2.077E18,2.276E26,-2.119E3,5.093E7,3.175E5,-2.594E15,-1.617E13,-1.008E11,2.643E23,1.467E14,9.145E11,6.4E16
1.004E1,9.347E-2,5.974E-3,1.794E2,2.941E-3,1.142E-1,1.027E-1,2.421E1,3.051E1,6.05E2,5.213E2,3.607E1,4.936E0,4.756E0,2.638E0,3.144E0,2.227E0,2.266E0,2.104E0,1.716E0,1.812E0,1.659E0,1.527E0,1.655E0,7.481E-2,2.782E-1,2.915E-1,1.782E-1,1.755E-1,1.225E-1,1.011E-1,1.137E-1,9.781E-2,0E0,3.279E-1,1.528E1,1.372E3,1.138E5,2.166E7,NaN,NaN,2.877E0,2.437E0,1.166E4,1.123E5,1.183E12,1.147E13,1.111E14,1.8E20,1.033E14,1.001E15,1.649E23,2.049E2,1.165E4,2.539E3,1.188E12,1.331E11,1.633E9,1.816E20,1.199E12,1.476E10,1.575E15,2.351E1,1.407E-1,3.977E-3,1.653E3,5.104E-3,2.09E-1,5.392E-1,5.593E1,1.898E2,1.308E3,1.204E3,-9.669E1,4.001E0,-7.962E0,-1.674E0,-6.041E0,-1.298E-1,-3.044E0,-1.623E0,-2.002E0,-1.769E0,-9.428E-2,-6.428E-1,9.661E-1,-9.259E-1,6.433E-1,-1.241E-1,-2.988E-2,1.919E-2,2.277E-1,1.239E-2,1.001E-1,-5.698E-2,0E0,5.804E-1,4.425E1,2.102E3,1.866E5,3.278E7,NaN,NaN,-4.096E0,5.808E0,5.072E7,4.947E8,-2.573E15,-2.509E16,-2.447E17,2.61E23,2.264E17,2.208E18,2.421E26,-1.161E3,5.096E7,3.213E5,-2.597E15,-1.637E13,-1.032E11,2.647E23,1.485E14,9.365E11,6.634E16
1.91E1,1.253E-1,5.418E-4,1.974E2,1.061E-3,4.14E-2,1.1E-1,3.876E1,6.05E1,4.902E1,8.346E2,7.064E1,6.418E0,5.435E0,3.829E0,3.599E0,2.568E0,2.319E0,2.107E0,2.041E0,1.912E0,1.832E0,1.782E0,1.727E0,1.567E-1,2.417E-1,2.366E-1,1.82E-1,1.59E-1,1.315E-1,1.291E-1,1.054E-1,1.06E-1,0E0,1.077E-1,1.863E1,1.118E3,8.667E4,1.528E7,NaN,NaN,7.159E0,9.445E-1,2.95E6,2.877E7,1.498E14,1.461E15,1.425E16,1.521E22,1.318E16,1.286E17,1.411E25,6.429E2,1.803E4,7.859E2,1.839E12,4.591E10,5.144E8,2.815E20,4.148E11,4.656E9,5.051E14,2.715E1,1.778E-1,2.792E-4,1.581E3,9.51E-4,3.893E-2,6.186E-1,6.665E1,1.63E2,4.892E1,1.435E3,-1.48E2,1.654E0,-2.798E0,1.153E0,-2.46E0,-4.98E-1,-7.244E-1,2.038E-1,-7.984E-1,-4.568E-1,-3.381E-1,2.359E-1,6.37E-2,-8.822E-1,5.935E-1,-2.681E-1,4.93E-2,-6.17E-2,1.107E-1,-5.669E-2,4.893E-2,-3.591E-2,0E0,1.052E-1,5.055E1,2.391E3,1.728E5,3.133E7,NaN,NaN,-6.38E0,1.053E0,5.06E7,4.935E8,-2.569E15,-2.506E16,-2.444E17,2.609E23,2.261E17,2.205E18,2.421E26,-1.524E3,5.101E7,3.274E5,-2.602E15,-1.67E13,-1.072E11,2.655E23,1.515E14,9.722E11,7.018E16
3.114E1,1.863E-1,5.636E-4,2.431E2,8.831E-4,3.337E-2,7.245E-2,6.103E1,5.142E1,2.204E1,1.314E3,7.803E1,8.431E0,8.35E0,4.401E0,4.069E0,3.312E0,3.1E0,2.773E0,2.599E0,2.76E0,2.643E0,2.553E0,2.46E0,2.801E-1,3.275E-1,3.079E-1,2.348E-1,1.991E-1,1.655E-1,1.629E-1,1.471E-1,1.4E-1,0E0,7.129E-2,2.963E1,1.489E3,1.378E5,2.099E7,NaN,NaN,8.256E0,5.4E-1,3.606E6,3.518E7,1.834E14,1.789E15,1.746E16,1.866E22,1.615E16,1.575E17,1.732E25,7.369E2,2.931E4,2.385E3,2.995E12,1.316E11,1.584E9,4.59E20,1.185E12,1.432E10,1.578E15,2.777E1,1.641E-1,2.271E-4,1.593E3,9.463E-4,3.765E-2,5.956E-1,6.133E1,1.669E2,4.049E1,1.321E3,-1.546E2,5.286E0,-2.104E0,3.287E-1,-2.034E0,-1.252E0,-1.944E0,-7.501E-1,-1.121E0,-4.224E-1,-7.798E-1,-6.879E-1,3.919E-1,-8.6E-1,5.758E-1,-1.416E-1,5.757E-2,-1.559E-2,9.5E-2,-7.38E-3,7.76E-2,1.99E-2,0E0,8.505E-2,4.773E1,2.312E3,1.681E5,3.535E7,NaN,NaN,-6.214E0,8.508E-1,5.06E7,4.936E8,-2.573E15,-2.51E16,-2.449E17,2.617E23,2.265E17,2.21E18,2.43E26,-1.594E3,5.109E7,3.319E5,-2.611E15,-1.696E13,-1.102E11,2.668E23,1.538E14,9.993E11,7.315E16
3.162E1,1.912E-1,7.011E-4,2.629E2,9.777E-4,3.728E-2,8.801E-2,6.078E1,5.391E1,2.753E1,1.309E3,5.186E1,7.498E0,5.394E0,4.234E0,3.677E0,3.016E0,3.063E0,2.772E0,2.5E0,2.526E0,2.413E0,2.628E0,2.596E0,2.731E-1,3.258E-1,2.707E-1,2.13E-1,1.93E-1,1.734E-1,1.674E-1,1.513E-1,1.416E-1,0E0,8.319E-2,2.852E1,1.417E3,1.382E5,2.119E7,NaN,NaN,5.014E0,6.361E-1,1.323E6,1.291E7,6.742E13,6.58E14,6.421E15,6.872E21,5.937E15,5.794E16,6.387E24,3.957E2,1.731E4,5.442E2,1.772E12,3.363E10,3.663E8,2.721E20,3.038E11,3.314E9,3.699E14,2.695E1,1.68E-1,2.43E-4,1.682E3,8.659E-4,3.454E-2,6.204E-1,6.361E1,1.533E2,3.667E1,1.37E3,-1.565E2,3.426E0,3.617E-1,9.225E-1,-6.301E-1,-9.261E-1,-1.365E0,8.408E-2,-9.79E-1,-5.518E-1,-7.217E-1,1.684E-1,7.54E-1,-8.567E-1,4.642E-1,-1.896E-1,8.097E-2,-2.86E-2,7.494E-2,-5.097E-2,4.141E-2,-1.857E-2,0E0,7.96E-2,5.156E1,2.778E3,1.973E5,4.065E7,NaN,NaN,-6.207E0,7.965E-1,5.09E7,4.967E8,-2.593E15,-2.53E16,-2.469E17,2.641E23,2.283E17,2.228E18,2.454E26,-1.553E3,5.117E7,3.366E5,-2.619E15,-1.722E13,-1.133E11,2.68E23,1.562E14,1.027E12,7.625E16
2.362E1,1.831E-1,2.726E-3,2.048E2,1.342E-3,5.298E-2,1.079E-1,5.133E1,5.072E1,8.595E1,1.105E3,5.318E1,7.087E0,4.323E0,2.759E0,3.165E0,2.638E0,2.484E0,2.238E0,2.285E0,2.532E0,2.241E0,1.827E0,1.937E0,1.876E-1,3.393E-1,2.764E-1,2.149E-1,1.975E-1,1.673E-1,1.501E-1,1.32E-1,1.221E-1,0E0,1.501E-1,2.419E1,1.487E3,1.082E5,2.099E7,NaN,NaN,4.268E0,1.316E0,4.268E3,4.269E4,4.351E11,4.293E12,4.247E13,6.654E19,3.866E13,3.825E14,6.339E22,3.659E2,4.254E3,1.672E2,4.357E11,9.811E9,1.129E8,6.694E19,8.849E10,1.021E9,1.144E14,2.155E1,1.524E-1,4.245E-4,1.709E3,1.066E-3,4.346E-2,6.313E-1,5.636E1,1.805E2,7.651E1,1.214E3,-1.501E2,5.31E0,3.59E-1,-1.573E-1,-1.667E0,-5.62E-1,-9.341E-1,-5.356E-1,-8.809E-1,-9.476E-2,-2.051E-1,-1.557E-1,1.911E-1,-8.901E-1,4.45E-1,-2.131E-1,6.468E-2,-4.065E-2,8.167E-2,-3.619E-2,1.186E-2,2.24E-3,0E0,1.166E-1,4.446E1,2.51E3,1.843E5,3.501E7,NaN,NaN,-6.342E0,1.169E0,5.097E7,4.975E8,-2.598E15,-2.536E16,-2.475E17,2.649E23,2.288E17,2.233E18,2.462E26,-1.483E3,5.121E7,3.378E5,-2.623E15,-1.73E13,-1.141E11,2.686E23,1.569E14,1.035E12,7.71E16
6.227E0,5.67E-2,3.036E-5,1.508E2,1.005E-4,3.64E-3,8.139E-2,1.635E1,9.077E0,1.61E-1,3.522E2,3.654E1,2.365E0,2.064E0,1.769E0,1.725E0,1.794E0,1.469E0,1.535E0,1.481E0,1.352E0,1.301E0,1.245E0,1.339E0,5.123E-2,1.601E-1,8.669E-2,7.947E-2,7.662E-2,7.769E-2,7.744E-2,6.357E-2,6.452E-2,0E0,6.514E-3,9.903E0,6.634E2,6.28E4,1.022E7,NaN,NaN,3.085E0,4.91E-2,1.842E3,2.164E4,1.878E11,2.02E12,2.154E13,2.872E19,1.82E13,1.941E14,3.215E22,6.994E1,1.841E3,8.78E1,1.886E11,3.876E9,5.932E7,2.899E19,3.484E10,5.359E8,6.011E13,8.598E0,3.735E-2,3.569E-6,1.579E3,9.82E-5,3.932E-3,5.59E-1,3.492E1,2.081E2,4.247E-1,7.519E2,-1.944E2,4.879E0,4.562E0,3.191E0,3.838E0,1.207E0,7.129E-1,-1.357E-1,-1.28E0,-3.286E-1,-4.267E-1,-7.731E-2,5.873E-1,-9.659E-1,-7.886E-2,-1.174E-1,5.98E-2,-4.194E-2,8.28E-2,-3.955E-2,4.099E-2,-4.571E-2,0E0,8.548E-3,5.355E1,4.626E3,4.075E5,7.552E7,NaN,NaN,-7.352E0,8.57E-2,5.098E7,4.976E8,-2.599E15,-2.537E16,-2.476E17,2.651E23,2.289E17,2.234E18,2.464E26,-1.764E3,5.122E7,3.378E5,-2.624E15,-1.73E13,-1.141E11,2.688E23,1.569E14,1.035E12,7.708E16
1.86E1,1.315E-1,1.553E-3,1.897E2,1.42E-3,5.314E-2,8.341E-2,3.971E1,5.226E1,1.646E2,8.55E2,2.824E1,7.931E0,4.364E0,3.647E0,3.384E0,2.601E0,2.311E0,2.16E0,2.057E0,1.966E0,2.039E0,1.908E0,1.745E0,1.392E-1,2.955E-1,2.4E-1,1.678E-1,1.568E-1,1.266E-1,1.205E-1,1.101E-1,1.113E-1,0E0,1.176E-1,2.389E1,1.299E3,9.775E4,1.693E7,NaN,NaN,1.47E0,9.85E-1,2.589E4,1.794E5,2.643E12,2.203E13,1.787E14,4.046E20,1.99E14,1.614E15,2.669E23,2.25E2,2.586E4,3.931E2,2.652E12,1.355E10,2.647E8,4.078E20,1.211E11,2.388E9,2.674E14,1.038E1,6.884E-2,4.038E-4,1.591E3,1.112E-3,4.177E-2,6.269E-1,2.869E1,1.773E2,8.128E1,6.179E2,-1.606E2,7.149E0,4.951E-1,1.555E0,3.054E-3,6.754E-1,-3.049E-1,-2.78E-1,-4.295E-1,1.717E-1,-4.644E-1,5.616E-2,6.57E-1,-9.51E-1,3.799E-1,-6.934E-2,-5.969E-4,-6.871E-2,2.679E-2,-3.847E-2,1.966E-2,-2.973E-2,0E0,8.301E-2,3.341E1,2.201E3,2.049E5,3.899E7,NaN,NaN,-5.398E0,8.305E-1,5.103E7,4.979E8,-2.604E15,-2.541E16,-2.479E17,2.658E23,2.293E17,2.237E18,2.469E26,-1.511E3,5.127E7,3.371E5,-2.629E15,-1.728E13,-1.136E11,2.695E23,1.567E14,1.03E12,7.658E16
